id,member_id,member_name,party,state,chamber,symbol,asset_name,transaction_date,filing_date,transaction_type,amount_from,amount_to,owner_type,committee,filing_delay_days,avg_amount,sector
72,9,Matt Gaetz,R,FL,House,GOOGL,Alphabet Inc Class A,2023-11-14,2023-12-07,Sale,15000,50000,Spouse,Judiciary,23,32500.0,Technology
73,9,Matt Gaetz,R,FL,House,PNC,PNC Corporation,2024-02-27,2024-04-24,Purchase,50000,100000,Self,Judiciary,57,75000.0,Financial
74,9,Matt Gaetz,R,FL,House,AMGN,AMGN Corporation,2021-12-08,2021-12-28,Sale,15000,50000,Spouse,Judiciary,20,32500.0,Healthcare
75,9,Matt Gaetz,R,FL,House,UPS,UPS Corporation,2022-06-15,2022-07-11,Sale,15000,50000,Self,Judiciary,26,32500.0,Industrial
76,9,Matt Gaetz,R,FL,House,JPM,JPMorgan Chase & Co,2022-01-29,2022-02-22,Purchase,15000,50000,Self,Judiciary,24,32500.0,Financial
77,11,David King,D,CA,House,MMM,MMM Corporation,2023-07-02,2023-08-08,Purchase,15000,50000,Self,Budget,37,32500.0,Industrial
78,11,David King,D,CA,House,AMZN,Amazon.com Inc,2023-09-22,2023-10-21,Purchase,1000,15000,Spouse,Budget,29,8000.0,Technology
79,11,David King,D,CA,House,SBUX,SBUX Corporation,2022-02-13,2022-08-17,Sale,15000,50000,Self,Budget,185,32500.0,Consumer
80,12,Betty Carter,D,CA,House,SLB,SLB Corporation,2024-12-12,2025-01-03,Purchase,15000,50000,Child,Energy & Commerce,22,32500.0,Energy
81,12,Betty Carter,D,CA,House,CVX,Chevron Corporation,2023-09-04,2023-10-16,Purchase,15000,50000,Spouse,Energy & Commerce,42,32500.0,Energy
82,12,Betty Carter,D,CA,House,SLB,SLB Corporation,2024-05-11,2024-06-04,Purchase,15000,50000,Spouse,Energy & Commerce,24,32500.0,Energy
83,13,Laura Clark,D,CA,House,GS,GS Corporation,2023-07-12,2023-08-01,Purchase,50000,100000,Self,Agriculture,20,75000.0,Financial
84,13,Laura Clark,D,CA,House,VLO,VLO Corporation,2021-09-12,2021-10-19,Purchase,100000,250000,Spouse,Agriculture,37,175000.0,Energy
85,13,Laura Clark,D,CA,House,HON,HON Corporation,2023-03-30,2023-04-26,Sale,15000,50000,Self,Agriculture,27,32500.0,Industrial
86,13,Laura Clark,D,CA,House,VLO,VLO Corporation,2023-12-14,2024-01-04,Purchase,15000,50000,Self,Agriculture,21,32500.0,Energy
87,13,Laura Clark,D,CA,House,PG,The Procter & Gamble Company,2023-04-25,2023-05-09,Sale,50000,100000,Self,Agriculture,14,75000.0,Consumer
88,13,Laura Clark,D,CA,House,RTX,RTX Corporation,2024-11-03,2024-11-16,Purchase,50000,100000,Self,Agriculture,13,75000.0,Industrial
89,13,Laura Clark,D,CA,House,AMGN,AMGN Corporation,2023-05-27,2023-06-24,Purchase,100000,250000,Self,Agriculture,28,175000.0,Healthcare
90,14,Mary Young,R,CA,House,UNH,UnitedHealth Group Inc,2023-02-24,2023-04-08,Purchase,1000,15000,Self,Science & Technology,43,8000.0,Healthcare
91,14,Mary Young,R,CA,House,TGT,TGT Corporation,2025-02-02,2025-03-08,Purchase,1000,15000,Self,Science & Technology,34,8000.0,Consumer
92,14,Mary Young,R,CA,House,AMZN,Amazon.com Inc,2023-10-10,2023-11-25,Purchase,1000,15000,Self,Science & Technology,46,8000.0,Technology
93,14,Mary Young,R,CA,House,TSLA,Tesla Inc,2024-04-24,2024-06-06,Purchase,1000,15000,Spouse,Science & Technology,43,8000.0,Technology
94,14,Mary Young,R,CA,House,COP,COP Corporation,2023-01-15,2023-03-29,Sale,1000,15000,Self,Science & Technology,73,8000.0,Energy
95,14,Mary Young,R,CA,House,EMR,EMR Corporation,2025-03-01,2025-04-07,Sale,1000,15000,Spouse,Science & Technology,37,8000.0,Industrial
96,14,Mary Young,R,CA,House,USB,USB Corporation,2022-02-12,2022-02-25,Purchase,1000,15000,Self,Science & Technology,13,8000.0,Financial
97,14,Mary Young,R,CA,House,ABT,ABT Corporation,2023-06-07,2023-07-12,Purchase,1000,15000,Self,Science & Technology,35,8000.0,Healthcare
98,14,Mary Young,R,CA,House,GOOGL,Alphabet Inc Class A,2024-10-31,2024-11-25,Sale,1000,15000,Self,Science & Technology,25,8000.0,Technology
99,14,Mary Young,R,CA,House,META,Meta Platforms Inc,2023-11-25,2023-12-12,Sale,1000,15000,Spouse,Science & Technology,17,8000.0,Technology
100,14,Mary Young,R,CA,House,PG,The Procter & Gamble Company,2022-11-18,2022-12-03,Purchase,1000,15000,Self,Science & Technology,15,8000.0,Consumer
101,14,Mary Young,R,CA,House,ADBE,ADBE Corporation,2025-04-21,2025-05-14,Purchase,1000,15000,Spouse,Science & Technology,23,8000.0,Technology
102,14,Mary Young,R,CA,House,COST,COST Corporation,2023-08-01,2023-08-29,Purchase,1000,15000,Self,Science & Technology,28,8000.0,Consumer
103,14,Mary Young,R,CA,House,ORCL,ORCL Corporation,2024-03-24,2024-04-22,Purchase,1000,15000,Self,Science & Technology,29,8000.0,Technology
104,14,Mary Young,R,CA,House,HON,HON Corporation,2021-12-22,2022-01-28,Sale,1000,15000,Self,Science & Technology,37,8000.0,Industrial
105,18,Laura Miller,D,CA,House,PEP,PEP Corporation,2024-11-27,2024-12-23,Purchase,1000,15000,Self,Agriculture,26,8000.0,Consumer
106,18,Laura Miller,D,CA,House,MPC,MPC Corporation,2023-01-25,2023-07-28,Purchase,1000,15000,Self,Agriculture,184,8000.0,Energy
107,18,Laura Miller,D,CA,House,BAC,Bank of America Corp,2024-11-24,2024-12-18,Purchase,1000,15000,Self,Agriculture,24,8000.0,Financial
108,18,Laura Miller,D,CA,House,CAT,Caterpillar Inc,2021-09-14,2021-09-24,Sale,1000,15000,Self,Agriculture,10,8000.0,Industrial
109,18,Laura Miller,D,CA,House,BIIB,BIIB Corporation,2025-01-10,2025-02-01,Purchase,1000,15000,Self,Agriculture,22,8000.0,Healthcare
110,18,Laura Miller,D,CA,House,SBUX,SBUX Corporation,2024-07-23,2024-09-09,Sale,1000,15000,Self,Agriculture,48,8000.0,Consumer
111,18,Laura Miller,D,CA,House,AMGN,AMGN Corporation,2022-04-21,2022-05-18,Purchase,1000,15000,Self,Agriculture,27,8000.0,Healthcare
112,18,Laura Miller,D,CA,House,COP,COP Corporation,2021-12-20,2022-01-29,Sale,1000,15000,Self,Agriculture,40,8000.0,Energy
113,18,Laura Miller,D,CA,House,RTX,RTX Corporation,2024-05-05,2024-05-31,Purchase,1000,15000,Self,Agriculture,26,8000.0,Industrial
114,18,Laura Miller,D,CA,House,PEP,PEP Corporation,2022-12-09,2023-02-13,Purchase,1000,15000,Self,Agriculture,66,8000.0,Consumer
115,18,Laura Miller,D,CA,House,DE,DE Corporation,2022-11-01,2022-11-13,Sale,1000,15000,Self,Agriculture,12,8000.0,Industrial
116,18,Laura Miller,D,CA,House,AAPL,Apple Inc,2024-03-09,2024-04-13,Purchase,1000,15000,Spouse,Agriculture,35,8000.0,Technology
117,18,Laura Miller,D,CA,House,TFC,TFC Corporation,2023-10-14,2023-11-28,Sale,1000,15000,Self,Agriculture,45,8000.0,Financial
118,18,Laura Miller,D,CA,House,BMY,BMY Corporation,2025-02-08,2025-02-23,Purchase,1000,15000,Self,Agriculture,15,8000.0,Healthcare
119,18,Laura Miller,D,CA,House,AMZN,Amazon.com Inc,2025-01-12,2025-05-29,Purchase,1000,15000,Self,Agriculture,137,8000.0,Technology
120,20,Joshua Clark,D,CA,House,JNJ,Johnson & Johnson,2025-01-30,2025-02-09,Purchase,15000,50000,Self,Energy & Commerce,10,32500.0,Healthcare
121,22,Christopher Lewis,R,CA,House,LMT,LMT Corporation,2024-09-14,2024-09-29,Purchase,100000,250000,Self,Ways & Means,15,175000.0,Industrial
122,22,Christopher Lewis,R,CA,House,MSFT,Microsoft Corporation,2024-05-14,2024-06-06,Sale,250000,500000,Self,Ways & Means,23,375000.0,Technology
123,22,Christopher Lewis,R,CA,House,LMT,LMT Corporation,2024-03-13,2024-04-21,Purchase,500000,1000000,Self,Ways & Means,39,750000.0,Industrial
124,22,Christopher Lewis,R,CA,House,TMO,TMO Corporation,2021-08-03,2021-08-14,Sale,500000,1000000,Self,Ways & Means,11,750000.0,Healthcare
125,22,Christopher Lewis,R,CA,House,XOM,Exxon Mobil Corporation,2023-01-06,2023-01-19,Purchase,500000,1000000,Child,Ways & Means,13,750000.0,Energy
126,22,Christopher Lewis,R,CA,House,LOW,LOW Corporation,2023-01-08,2023-02-18,Purchase,100000,250000,Self,Ways & Means,41,175000.0,Consumer
127,22,Christopher Lewis,R,CA,House,CVX,Chevron Corporation,2023-12-04,2023-12-25,Sale,100000,250000,Child,Ways & Means,21,175000.0,Energy
128,22,Christopher Lewis,R,CA,House,CVX,Chevron Corporation,2021-08-25,2021-09-04,Sale,250000,500000,Self,Ways & Means,10,375000.0,Energy
129,22,Christopher Lewis,R,CA,House,PFE,Pfizer Inc,2022-11-13,2022-12-07,Purchase,250000,500000,Self,Ways & Means,24,375000.0,Healthcare
130,22,Christopher Lewis,R,CA,House,COF,COF Corporation,2024-05-03,2024-05-27,Sale,500000,1000000,Self,Ways & Means,24,750000.0,Financial
131,22,Christopher Lewis,R,CA,House,COST,COST Corporation,2024-04-01,2024-04-25,Purchase,500000,1000000,Self,Ways & Means,24,750000.0,Consumer
132,23,Andrew Clark,D,CA,House,JNJ,Johnson & Johnson,2021-09-07,2021-09-27,Purchase,1000,15000,Self,Rules,20,8000.0,Healthcare
133,24,Ruth Ramirez,D,CA,House,BA,The Boeing Company,2025-05-03,2025-06-10,Sale,15000,50000,Self,Armed Services,38,32500.0,Industrial
134,24,Ruth Ramirez,D,CA,House,SLB,SLB Corporation,2024-01-09,2024-01-22,Purchase,15000,50000,Self,Armed Services,13,32500.0,Energy
135,24,Ruth Ramirez,D,CA,House,BA,The Boeing Company,2024-08-13,2024-08-29,Sale,15000,50000,Self,Armed Services,16,32500.0,Industrial
136,27,Betty Harris,D,CA,House,PSX,PSX Corporation,2024-01-14,2024-03-30,Sale,15000,50000,Self,Energy & Commerce,76,32500.0,Energy
137,29,Joshua Green,D,CA,House,ABT,ABT Corporation,2025-06-05,2025-06-19,Purchase,15000,50000,Self,Transportation,14,32500.0,Healthcare
138,30,Donna Scott,D,CA,House,OKE,OKE Corporation,2022-04-13,2022-05-08,Purchase,1000,15000,Spouse,Oversight,25,8000.0,Energy
139,30,Donna Scott,D,CA,House,HD,The Home Depot Inc,2021-08-03,2021-11-10,Purchase,1000,15000,Self,Oversight,99,8000.0,Consumer
140,31,Matthew Baker,D,CA,House,HD,The Home Depot Inc,2022-04-16,2022-05-02,Sale,15000,50000,Child,Homeland Security,16,32500.0,Consumer
141,31,Matthew Baker,D,CA,House,CAT,Caterpillar Inc,2021-12-22,2022-01-07,Purchase,1000,15000,Self,Homeland Security,16,8000.0,Industrial
142,31,Matthew Baker,D,CA,House,DE,DE Corporation,2024-04-09,2024-05-24,Purchase,1000,15000,Self,Homeland Security,45,8000.0,Industrial
143,31,Matthew Baker,D,CA,House,JNJ,Johnson & Johnson,2022-11-08,2022-12-06,Purchase,1000,15000,Self,Homeland Security,28,8000.0,Healthcare
144,31,Matthew Baker,D,CA,House,ABT,ABT Corporation,2022-08-02,2022-10-12,Purchase,15000,50000,Self,Homeland Security,71,32500.0,Healthcare
145,31,Matthew Baker,D,CA,House,TSLA,Tesla Inc,2021-12-27,2022-02-08,Purchase,15000,50000,Spouse,Homeland Security,43,32500.0,Technology
146,32,Thomas Nelson,D,CA,House,EMR,EMR Corporation,2024-09-29,2024-10-13,Sale,50000,100000,Child,Ways & Means,14,75000.0,Industrial
147,32,Thomas Nelson,D,CA,House,BMY,BMY Corporation,2024-12-01,2024-12-17,Sale,50000,100000,Child,Ways & Means,16,75000.0,Healthcare
148,32,Thomas Nelson,D,CA,House,COP,COP Corporation,2022-04-16,2022-05-07,Purchase,50000,100000,Child,Ways & Means,21,75000.0,Energy
149,32,Thomas Nelson,D,CA,House,AAPL,Apple Inc,2022-06-04,2022-06-25,Purchase,50000,100000,Spouse,Ways & Means,21,75000.0,Technology
150,32,Thomas Nelson,D,CA,House,ORCL,ORCL Corporation,2024-08-01,2024-09-12,Purchase,15000,50000,Self,Ways & Means,42,32500.0,Technology
151,32,Thomas Nelson,D,CA,House,PEP,PEP Corporation,2024-11-26,2025-01-10,Sale,50000,100000,Self,Ways & Means,45,75000.0,Consumer
152,32,Thomas Nelson,D,CA,House,XOM,Exxon Mobil Corporation,2024-06-22,2024-07-03,Sale,15000,50000,Spouse,Ways & Means,11,32500.0,Energy
153,32,Thomas Nelson,D,CA,House,C,C Corporation,2025-03-17,2025-04-07,Purchase,50000,100000,Self,Ways & Means,21,75000.0,Financial
154,34,Sandra Davis,D,CA,House,UNH,UnitedHealth Group Inc,2023-05-13,2023-06-17,Purchase,1000,15000,Self,House Administration,35,8000.0,Healthcare
155,34,Sandra Davis,D,CA,House,META,Meta Platforms Inc,2023-06-25,2023-07-11,Sale,15000,50000,Self,House Administration,16,32500.0,Technology
156,34,Sandra Davis,D,CA,House,WFC,Wells Fargo & Company,2022-10-26,2022-11-17,Purchase,15000,50000,Self,House Administration,22,32500.0,Financial
157,36,Sarah Perez,D,CA,House,MMM,MMM Corporation,2023-01-16,2023-02-23,Sale,250000,500000,Self,Agriculture,38,375000.0,Industrial
158,36,Sarah Perez,D,CA,House,MPC,MPC Corporation,2022-01-16,2022-03-08,Purchase,100000,250000,Self,Agriculture,51,175000.0,Energy
159,36,Sarah Perez,D,CA,House,CRM,CRM Corporation,2023-04-05,2023-04-23,Sale,250000,500000,Self,Agriculture,18,375000.0,Technology
160,36,Sarah Perez,D,CA,House,PSX,PSX Corporation,2022-02-16,2022-03-31,Sale,100000,250000,Spouse,Agriculture,43,175000.0,Energy
161,36,Sarah Perez,D,CA,House,USB,USB Corporation,2024-05-04,2024-07-12,Purchase,250000,500000,Self,Agriculture,69,375000.0,Financial
162,36,Sarah Perez,D,CA,House,RTX,RTX Corporation,2022-05-03,2022-05-31,Sale,250000,500000,Self,Agriculture,28,375000.0,Industrial
163,36,Sarah Perez,D,CA,House,BMY,BMY Corporation,2024-09-05,2024-11-05,Purchase,250000,500000,Spouse,Agriculture,61,375000.0,Healthcare
164,36,Sarah Perez,D,CA,House,GOOGL,Alphabet Inc Class A,2024-12-10,2025-01-07,Purchase,500000,1000000,Spouse,Agriculture,28,750000.0,Technology
165,37,Mary Brown,D,CA,House,PG,The Procter & Gamble Company,2024-02-27,2024-03-22,Purchase,1000000,5000000,Self,Rules,24,3000000.0,Consumer
166,37,Mary Brown,D,CA,House,MSFT,Microsoft Corporation,2023-01-18,2023-02-27,Sale,1000000,5000000,Self,Rules,40,3000000.0,Technology
167,37,Mary Brown,D,CA,House,NVDA,NVIDIA Corporation,2024-06-07,2024-07-18,Sale,500000,1000000,Spouse,Rules,41,750000.0,Technology
168,37,Mary Brown,D,CA,House,UPS,UPS Corporation,2025-01-25,2025-02-10,Sale,500000,1000000,Self,Rules,16,750000.0,Industrial
169,37,Mary Brown,D,CA,House,MMM,MMM Corporation,2024-03-22,2024-05-03,Purchase,500000,1000000,Self,Rules,42,750000.0,Industrial
170,37,Mary Brown,D,CA,House,GOOGL,Alphabet Inc Class A,2023-09-12,2023-10-01,Purchase,1000000,5000000,Spouse,Rules,19,3000000.0,Technology
171,37,Mary Brown,D,CA,House,SLB,SLB Corporation,2022-06-09,2022-08-18,Sale,500000,1000000,Self,Rules,70,750000.0,Energy
172,37,Mary Brown,D,CA,House,KMI,KMI Corporation,2022-02-13,2022-03-24,Purchase,250000,500000,Spouse,Rules,39,375000.0,Energy
173,38,Barbara Martin,R,CA,House,TFC,TFC Corporation,2022-06-30,2022-07-12,Sale,50000,100000,Child,Small Business,12,75000.0,Financial
174,38,Barbara Martin,R,CA,House,GE,GE Corporation,2024-03-19,2024-04-08,Purchase,100000,250000,Self,Small Business,20,175000.0,Industrial
